"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"16:53:16,0552918","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 5, Name: Segoe UI Light, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJHL.TTC,Microsoft JhengHei UI Light,128,96, MSJHL.TTC,Microsoft JhengHei UI Light, MSYHL.TTC,Microsoft YaHei UI Light,128,96, MSYHL.TTC,Microsoft YaHei UI Light, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0553648","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 6, Length: 220"
"16:53:16,0554276","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 6, Name: Segoe UI Semilight, Type: REG_MULTI_SZ, Length: 738, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHR.TTC,Yu Gothic UI Semilight,128,96, YUGOTHR.TTC,Yu Gothic UI Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0556956","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 7, Length: 220"
"16:53:16,0557366","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 7, Name: Segoe UI Semibold, Type: REG_MULTI_SZ, Length: 686, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft Jhenghei UI,128,96, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft Yahei UI,128,96, MSYH.TTC,Microsoft Yahei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHB.TTC,Yu Gothic UI Semibold,128,96, YUGOTHB.TTC,Yu Gothic UI Semibold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0558394","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 8, Length: 220"
"16:53:16,0558789","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 8, Name: Segoe UI Variable Small, Type: REG_MULTI_SZ, Length: 848, Data: TAHOMA.TTF,Tahoma, MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSGOTHIC.TTC,MS UI Gothic, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,Gulim, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0559739","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 9, Length: 220"
"16:53:16,0560231","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 9, Name: Segoe UI Variable Small Bold, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYOB.TTC,Meiryo UI Bold,128,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,128,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0561390","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 10, Length: 220"
"16:53:16,0561624","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 10, Name: Segoe UI Variable Small Light, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJHL.TTC,Microsoft JhengHei UI Light,128,96, MSJHL.TTC,Microsoft JhengHei UI Light, MSYHL.TTC,Microsoft YaHei UI Light,128,96, MSYHL.TTC,Microsoft YaHei UI Light, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0562203","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 11, Length: 220"
"16:53:16,0562419","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 11, Name: Segoe UI Variable Small Semilig, Type: REG_MULTI_SZ, Length: 738, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHR.TTC,Yu Gothic UI Semilight,128,96, YUGOTHR.TTC,Yu Gothic UI Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0562938","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 12, Length: 220"
"16:53:16,0564175","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 12, Name: Segoe UI Variable Small Semibol, Type: REG_MULTI_SZ, Length: 686, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft Jhenghei UI,128,96, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft Yahei UI,128,96, MSYH.TTC,Microsoft Yahei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHB.TTC,Yu Gothic UI Semibold,128,96, YUGOTHB.TTC,Yu Gothic UI Semibold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0565600","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 13, Length: 220"
"16:53:16,0565842","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 13, Name: Segoe UI Variable Text, Type: REG_MULTI_SZ, Length: 848, Data: TAHOMA.TTF,Tahoma, MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSGOTHIC.TTC,MS UI Gothic, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,Gulim, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0566372","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 14, Length: 220"
"16:53:16,0566572","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 14, Name: Segoe UI Variable Text Bold, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYOB.TTC,Meiryo UI Bold,128,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,128,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0567124","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 15, Length: 220"
"16:53:16,0567320","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 15, Name: Segoe UI Variable Text Light, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJHL.TTC,Microsoft JhengHei UI Light,128,96, MSJHL.TTC,Microsoft JhengHei UI Light, MSYHL.TTC,Microsoft YaHei UI Light,128,96, MSYHL.TTC,Microsoft YaHei UI Light, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0567844","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 16, Length: 220"
"16:53:16,0568051","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 16, Name: Segoe UI Variable Text Semiligh, Type: REG_MULTI_SZ, Length: 738, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHR.TTC,Yu Gothic UI Semilight,128,96, YUGOTHR.TTC,Yu Gothic UI Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0568574","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 17, Length: 220"
"16:53:16,0568780","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 17, Name: Segoe UI Variable Text Semibold, Type: REG_MULTI_SZ, Length: 686, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft Jhenghei UI,128,96, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft Yahei UI,128,96, MSYH.TTC,Microsoft Yahei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHB.TTC,Yu Gothic UI Semibold,128,96, YUGOTHB.TTC,Yu Gothic UI Semibold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0569304","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 18, Length: 220"
"16:53:16,0569512","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 18, Name: Segoe UI Variable Display, Type: REG_MULTI_SZ, Length: 848, Data: TAHOMA.TTF,Tahoma, MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSGOTHIC.TTC,MS UI Gothic, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, MINGLIU.TTC,PMingLiU, SIMSUN.TTC,SimSun, GULIM.TTC,Gulim, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0570027","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 19, Length: 220"
"16:53:16,0570249","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 19, Name: Segoe UI Variable Display Bold, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYOB.TTC,Meiryo UI Bold,128,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,128,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,128,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0570783","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 20, Length: 220"
"16:53:16,0571169","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 20, Name: Segoe UI Variable Display Light, Type: REG_MULTI_SZ, Length: 778, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJHL.TTC,Microsoft JhengHei UI Light,128,96, MSJHL.TTC,Microsoft JhengHei UI Light, MSYHL.TTC,Microsoft YaHei UI Light,128,96, MSYHL.TTC,Microsoft YaHei UI Light, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHL.TTC,Yu Gothic UI Light,128,96, YUGOTHL.TTC,Yu Gothic UI Light, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0571937","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 21, Length: 220"
"16:53:16,0572206","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 21, Name: Segoe UI Variable Display Semil, Type: REG_MULTI_SZ, Length: 738, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,128,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUNSL.TTF,Malgun Gothic Semilight,128,96, MALGUNSL.TTF,Malgun Gothic Semilight, YUGOTHR.TTC,Yu Gothic UI Semilight,128,96, YUGOTHR.TTC,Yu Gothic UI Semilight, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0573691","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 22, Length: 220"
"16:53:16,0574115","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 22, Name: Segoe UI Variable Display Semib, Type: REG_MULTI_SZ, Length: 686, Data: MEIRYO.TTC,Meiryo UI,128,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft Jhenghei UI,128,96, MSJH.TTC,Microsoft Jhenghei UI, MSYH.TTC,Microsoft Yahei UI,128,96, MSYH.TTC,Microsoft Yahei UI, MALGUN.TTF,Malgun Gothic,128,96, MALGUN.TTF,Malgun Gothic, YUGOTHB.TTC,Yu Gothic UI Semibold,128,96, YUGOTHB.TTC,Yu Gothic UI Semibold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0574931","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 23, Length: 220"
"16:53:16,0575347","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 23, Name: Ebrima, Type: REG_MULTI_SZ, Length: 748, Data: SEGOEUI.TTF,Segoe UI,110,82, SEGOEUI.TTF,Segoe UI, MEIRYO.TTC,Meiryo UI,120,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,120,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,118,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0575920","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 24, Length: 220"
"16:53:16,0576147","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 24, Name: Ebrima Bold, Type: REG_MULTI_SZ, Length: 900, Data: SEGOEUIB.TTF,Segoe UI Bold,110,82, SEGOEUIB.TTF,Segoe UI Bold, MEIRYOB.TTC,Meiryo UI Bold,120,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,120,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,118,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0576752","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 25, Length: 220"
"16:53:16,0576962","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 25, Name: Gadugi, Type: REG_MULTI_SZ, Length: 748, Data: SEGOEUI.TTF,Segoe UI,110,82, SEGOEUI.TTF,Segoe UI, MEIRYO.TTC,Meiryo UI,120,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,120,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,118,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0577509","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 26, Length: 220"
"16:53:16,0577732","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 26, Name: Gadugi Bold, Type: REG_MULTI_SZ, Length: 900, Data: SEGOEUIB.TTF,Segoe UI Bold,110,82, SEGOEUIB.TTF,Segoe UI Bold, MEIRYOB.TTC,Meiryo UI Bold,120,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,120,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,118,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0578268","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 27, Length: 220"
"16:53:16,0578486","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 27, Name: Khmer UI, Type: REG_MULTI_SZ, Length: 748, Data: SEGOEUI.TTF,Segoe UI,110,82, SEGOEUI.TTF,Segoe UI, MEIRYO.TTC,Meiryo UI,120,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,120,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,118,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0579014","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 28, Length: 220"
"16:53:16,0579227","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 28, Name: Khmer UI Bold, Type: REG_MULTI_SZ, Length: 900, Data: SEGOEUIB.TTF,Segoe UI Bold,110,82, SEGOEUIB.TTF,Segoe UI Bold, MEIRYOB.TTC,Meiryo UI Bold,120,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,120,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,118,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0579740","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 29, Length: 220"
"16:53:16,0579991","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 29, Name: Lao UI, Type: REG_MULTI_SZ, Length: 748, Data: SEGOEUI.TTF,Segoe UI,110,82, SEGOEUI.TTF,Segoe UI, MEIRYO.TTC,Meiryo UI,120,96, MEIRYO.TTC,Meiryo UI, MSJH.TTC,Microsoft JhengHei UI,120,96, MSJH.TTC,Microsoft JhengHei UI, MSYH.TTC,Microsoft YaHei UI,128,96, MSYH.TTC,Microsoft YaHei UI, MALGUN.TTF,Malgun Gothic,118,96, MALGUN.TTF,Malgun Gothic, YUGOTHM.TTC,Yu Gothic UI,128,96, YUGOTHM.TTC,Yu Gothic UI, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0580517","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 30, Length: 220"
"16:53:16,0580744","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","SUCCESS","Index: 30, Name: Lao UI Bold, Type: REG_MULTI_SZ, Length: 900, Data: SEGOEUIB.TTF,Segoe UI Bold,110,82, SEGOEUIB.TTF,Segoe UI Bold, MEIRYOB.TTC,Meiryo UI Bold,120,96, MEIRYOB.TTC,Meiryo UI Bold, MSJHBD.TTC,Microsoft JhengHei UI Bold,120,96, MSJHBD.TTC,Microsoft JhengHei UI Bold, MSYHBD.TTC,Microsoft YaHei UI Bold,128,96, MSYHBD.TTC,Microsoft YaHei UI Bold, MALGUNBD.TTF,Malgun Gothic Bold,118,96, MALGUNBD.TTF,Malgun Gothic Bold, YUGOTHB.TTC,Yu Gothic UI Bold,128,96, YUGOTHB.TTC,Yu Gothic UI Bold, SEGUISYM.TTF,Segoe UI Symbol"
"16:53:16,0581569","PrefUtil.exe","9864","RegEnumValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\FontLink\SystemLink","BUFFER OVERFLOW","Index: 31, Length: 220"
